year,Country Code,growth_rate,Capacity (GW),AR6_R10,ISO,R_Choice
2019,KOR,0.06385282176435036,40.849,R10REST_ASIA,KOR,0
2020,KOR,0.04748686830454463,40.999,R10REST_ASIA,KOR,0
2021,KOR,0.046094375303036283,41.321,R10REST_ASIA,KOR,0
2000,HRV,0.026595962043162835,0.374,R10EUROPE,HRV,0
2001,HRV,0.026595962043162835,0.374,R10EUROPE,HRV,0
2002,HRV,0.026595962043162835,0.374,R10EUROPE,HRV,0
2003,HRV,0.08945189351243621,0.574,R10EUROPE,HRV,0
2004,HRV,0.08945189351243621,0.574,R10EUROPE,HRV,0
2005,HRV,0.08945189351243621,0.574,R10EUROPE,HRV,0
2006,HRV,0.08945189351243621,0.574,R10EUROPE,HRV,0
2007,HRV,0.08945189351243621,0.574,R10EUROPE,HRV,0
2008,HRV,0.0,0.574,R10EUROPE,HRV,1
2009,HRV,0.032641562423800785,0.674,R10EUROPE,HRV,1
2010,HRV,0.032641562423800785,0.674,R10EUROPE,HRV,1
2011,HRV,0.032641562423800785,0.674,R10EUROPE,HRV,1
2012,HRV,0.032641562423800785,0.674,R10EUROPE,HRV,1
2013,HRV,0.032641562423800785,0.674,R10EUROPE,HRV,1
2014,HRV,0.0,0.674,R10EUROPE,HRV,1
2015,HRV,0.0,0.674,R10EUROPE,HRV,1
2016,HRV,0.0,0.674,R10EUROPE,HRV,1
2017,HRV,0.06164861455547688,0.909,R10EUROPE,HRV,1
2018,HRV,0.06164861455547688,0.909,R10EUROPE,HRV,1
2019,HRV,0.06164861455547688,0.909,R10EUROPE,HRV,1
2020,HRV,0.06164861455547688,0.909,R10EUROPE,HRV,1
2021,HRV,0.06164861455547688,0.909,R10EUROPE,HRV,1
2010,MAR,0.16813181448783987,0.87,R10AFRICA,MAR,0
2011,MAR,0.16813181448783987,0.87,R10AFRICA,MAR,0
2012,MAR,0.16813181448783987,0.87,R10AFRICA,MAR,0
2013,MAR,0.16813181448783987,0.87,R10AFRICA,MAR,0
2014,MAR,0.16813181448783987,0.87,R10AFRICA,MAR,0
2015,MAR,0.0,0.87,R10AFRICA,MAR,0
2016,MAR,0.0,0.87,R10AFRICA,MAR,0
2017,MAR,0.0,0.87,R10AFRICA,MAR,0
2018,MAR,0.0,0.87,R10AFRICA,MAR,0
2019,MAR,0.0,0.87,R10AFRICA,MAR,0
2020,MAR,0.0,0.87,R10AFRICA,MAR,0
2021,MAR,0.0,0.87,R10AFRICA,MAR,0
2003,VNM,0.4440822462652303,2.355,R10CHINA+,VNM,0
2004,VNM,0.36079666146753464,3.565,R10CHINA+,VNM,0
2005,VNM,0.17958531814387002,4.298,R10CHINA+,VNM,0
2006,VNM,0.17958531814387002,4.298,R10CHINA+,VNM,0
2007,VNM,0.20447546940444283,4.771,R10CHINA+,VNM,0
2008,VNM,0.21637973980719893,6.271,R10CHINA+,VNM,0
2009,VNM,0.14662873131468412,7.066,R10CHINA+,VNM,0
2010,VNM,0.10453999054396501,7.066,R10CHINA+,VNM,0
2011,VNM,0.1270511537145651,7.816,R10CHINA+,VNM,0
2012,VNM,0.10376095444780109,7.816,R10CHINA+,VNM,0
2013,VNM,0.04503190561106285,7.816,R10CHINA+,VNM,0
2014,VNM,0.020380577763883467,7.816,R10CHINA+,VNM,0
2015,VNM,0.028854957450100027,8.146,R10CHINA+,VNM,0
2016,VNM,0.008305116611282193,8.146,R10CHINA+,VNM,0
2017,VNM,0.008305116611282193,8.146,R10CHINA+,VNM,0
2018,VNM,0.008305116611282193,8.146,R10CHINA+,VNM,0
2019,VNM,0.008305116611282193,8.146,R10CHINA+,VNM,0
2020,VNM,0.0,8.146,R10CHINA+,VNM,0
2021,VNM,0.0,8.146,R10CHINA+,VNM,0
2000,THA,0.2446574947293607,8.334,R10REST_ASIA,THA,0
2001,THA,0.2329223347291629,8.749,R10REST_ASIA,THA,0
2002,THA,0.19875257425761084,10.924,R10REST_ASIA,THA,0
2003,THA,0.1462056286637914,11.995,R10REST_ASIA,THA,0
2004,THA,0.13001267858790766,12.31,R10REST_ASIA,THA,0
2005,THA,0.08248659832144933,12.387,R10REST_ASIA,THA,0
2006,THA,0.07683689632495816,12.668,R10REST_ASIA,THA,0
2007,THA,0.04421135065741377,13.562,R10REST_ASIA,THA,0
2008,THA,0.08442957643239035,17.989,R10REST_ASIA,THA,0
2009,THA,0.09597152590342195,19.465,R10REST_ASIA,THA,0
2010,THA,0.10203934322142638,20.135,R10REST_ASIA,THA,0
2011,THA,0.10065763342567347,20.463,R10REST_ASIA,THA,0
2012,THA,0.08831469660753477,20.706,R10REST_ASIA,THA,0
2013,THA,0.04008201233082698,21.895,R10REST_ASIA,THA,0
2014,THA,0.05141781087066666,25.011,R10REST_ASIA,THA,0
2015,THA,0.050555676410403816,25.766,R10REST_ASIA,THA,0
2016,THA,0.08231151529886516,30.39,R10REST_ASIA,THA,0
2017,THA,0.09186340335257848,32.132,R10REST_ASIA,THA,0
2018,THA,0.08577952240449171,33.041,R10REST_ASIA,THA,0
2019,THA,0.06118584894715773,33.658,R10REST_ASIA,THA,0
2020,THA,0.06279672534736758,34.938,R10REST_ASIA,THA,0
2021,THA,0.03553975484393779,36.188,R10REST_ASIA,THA,0
2017,MKD,0.0,0.23,R10REF_ECON,MKD,0
2018,MKD,0.0,0.23,R10REF_ECON,MKD,0
2019,MKD,0.0,0.23,R10REF_ECON,MKD,0
2020,MKD,0.0,0.23,R10REF_ECON,MKD,0
2021,MKD,0.0,0.23,R10REF_ECON,MKD,0
2000,NLD,0.13183933274174842,5.526,R10EUROPE,NLD,1
2001,NLD,0.07136097490893212,5.526,R10EUROPE,NLD,1
2002,NLD,0.047150392740636926,5.526,R10EUROPE,NLD,1
2003,NLD,0.027843945377323154,5.596,R10EUROPE,NLD,1
2004,NLD,0.029995223587546915,6.406,R10EUROPE,NLD,1
2005,NLD,0.031214308122862855,6.444,R10EUROPE,NLD,1
2006,NLD,0.031214308122862855,6.444,R10EUROPE,NLD,1
2007,NLD,0.03452158858306431,6.548,R10EUROPE,NLD,1
2008,NLD,0.041450470749247126,6.856,R10EUROPE,NLD,1
2009,NLD,0.013670423316805014,6.856,R10EUROPE,NLD,1
2010,NLD,0.07287219080710594,9.16,R10EUROPE,NLD,1
2011,NLD,0.09195220662733039,10.004,R10EUROPE,NLD,1
2012,NLD,0.13189939626924918,12.166,R10EUROPE,NLD,1
2013,NLD,0.15366486098780574,14.011,R10EUROPE,NLD,1
2014,NLD,0.15366486098780574,14.011,R10EUROPE,NLD,1
2015,NLD,0.08871631694342708,14.011,R10EUROPE,NLD,1
2016,NLD,0.0696928428161323,14.011,R10EUROPE,NLD,1
2017,NLD,0.028642026923617836,14.011,R10EUROPE,NLD,1
2018,NLD,0.0,14.011,R10EUROPE,NLD,1
2019,NLD,0.002047129148551985,14.155,R10EUROPE,NLD,1
2020,NLD,0.002047129148551985,14.155,R10EUROPE,NLD,1
2021,NLD,0.002047129148551985,14.155,R10EUROPE,NLD,1
2005,PHL,0.3957290866551959,2.892,R10REST_ASIA,PHL,0
2006,PHL,0.21505274259646567,2.892,R10REST_ASIA,PHL,0
2007,PHL,0.0,2.892,R10REST_ASIA,PHL,0
2008,PHL,0.0,2.892,R10REST_ASIA,PHL,0
2009,PHL,0.0,2.892,R10REST_ASIA,PHL,0
2010,PHL,0.0,2.892,R10REST_ASIA,PHL,0
2011,PHL,0.0,2.892,R10REST_ASIA,PHL,0
2012,PHL,0.0,2.892,R10REST_ASIA,PHL,0
2013,PHL,0.0,2.892,R10REST_ASIA,PHL,0
2014,PHL,0.0,2.892,R10REST_ASIA,PHL,0
2015,PHL,0.0,2.892,R10REST_ASIA,PHL,0
2016,PHL,0.02749190236302379,3.312,R10REST_ASIA,PHL,0
2017,PHL,0.02749190236302379,3.312,R10REST_ASIA,PHL,0
2018,PHL,0.02749190236302379,3.312,R10REST_ASIA,PHL,0
2019,PHL,0.02749190236302379,3.312,R10REST_ASIA,PHL,0
2020,PHL,0.02749190236302379,3.312,R10REST_ASIA,PHL,0
2021,PHL,0.0,3.312,R10REST_ASIA,PHL,0
2000,MEX,0.04813569558096997,9.514,R10LATIN_AM,MEX,0
2001,MEX,0.07937739579794667,11.019,R10LATIN_AM,MEX,0
2002,MEX,0.14250742294623175,14.641,R10LATIN_AM,MEX,0
2003,MEX,0.20504817946677822,20.804,R10LATIN_AM,MEX,0
2004,MEX,0.210728831760441,21.299,R10LATIN_AM,MEX,0
2005,MEX,0.18853120537497103,22.564,R10LATIN_AM,MEX,0
2006,MEX,0.17545457098363637,24.727,R10LATIN_AM,MEX,0
2007,MEX,0.12884907534990608,26.838,R10LATIN_AM,MEX,0
2008,MEX,0.05225418258110137,26.838,R10LATIN_AM,MEX,0
2009,MEX,0.05028937579700976,27.221,R10LATIN_AM,MEX,0
2010,MEX,0.04453243993459388,28.056,R10LATIN_AM,MEX,0
2011,MEX,0.02558312140719332,28.056,R10LATIN_AM,MEX,0
2012,MEX,0.008916258957691658,28.056,R10LATIN_AM,MEX,0
2013,MEX,0.022934357382524473,30.06,R10LATIN_AM,MEX,0
2014,MEX,0.02715379587453448,31.123,R10LATIN_AM,MEX,0
2015,MEX,0.026347571233932277,31.952,R10LATIN_AM,MEX,0
2016,MEX,0.038334706220989334,33.862,R10LATIN_AM,MEX,0
2017,MEX,0.048321110380076915,35.522,R10LATIN_AM,MEX,0
2018,MEX,0.042143307704133326,36.951,R10LATIN_AM,MEX,0
2019,MEX,0.049387546821031414,39.606,R10LATIN_AM,MEX,0
2020,MEX,0.0628406361686149,43.335,R10LATIN_AM,MEX,0
2021,MEX,0.05840929350512414,44.976,R10LATIN_AM,MEX,0
2000,NZL,0.1362554908768825,0.947,R10PAC_OECD,NZL,1
2001,NZL,0.1068659423865499,0.947,R10PAC_OECD,NZL,1
2002,NZL,0.1068659423865499,0.947,R10PAC_OECD,NZL,1
2003,NZL,0.0,0.947,R10PAC_OECD,NZL,1
2004,NZL,0.01054605839018996,0.998,R10PAC_OECD,NZL,1
2005,NZL,0.01054605839018996,0.998,R10PAC_OECD,NZL,1
2006,NZL,0.01054605839018996,0.998,R10PAC_OECD,NZL,1
2007,NZL,0.08147785566978683,1.401,R10PAC_OECD,NZL,1
2008,NZL,0.08147785566978683,1.401,R10PAC_OECD,NZL,1
2009,NZL,0.07019155306250169,1.401,R10PAC_OECD,NZL,1
2010,NZL,0.07019155306250169,1.401,R10PAC_OECD,NZL,1
2011,NZL,0.10050748275272836,1.611,R10PAC_OECD,NZL,1
2012,NZL,0.028327573324115285,1.611,R10PAC_OECD,NZL,1
2013,NZL,0.04078823621099126,1.711,R10PAC_OECD,NZL,1
2014,NZL,0.04078823621099126,1.711,R10PAC_OECD,NZL,1
2015,NZL,0.04078823621099126,1.711,R10PAC_OECD,NZL,1
2016,NZL,0.012117406174956935,1.711,R10PAC_OECD,NZL,1
2017,NZL,0.012117406174956935,1.711,R10PAC_OECD,NZL,1
2018,NZL,0.0,1.711,R10PAC_OECD,NZL,1
2019,NZL,0.0,1.711,R10PAC_OECD,NZL,1
2020,NZL,0.01142500933303503,1.811,R10PAC_OECD,NZL,1
2021,NZL,0.01142500933303503,1.811,R10PAC_OECD,NZL,1
2000,ARG,0.19161811943325913,8.796,R10LATIN_AM,ARG,0
2001,ARG,0.23462326654988708,10.502,R10LATIN_AM,ARG,0
2002,ARG,0.20800602832642245,10.884,R10LATIN_AM,ARG,0
2003,ARG,0.18287304422986717,10.884,R10LATIN_AM,ARG,0
2004,ARG,0.08239137702810906,10.884,R10LATIN_AM,ARG,0
2005,ARG,0.043519724538805926,10.884,R10LATIN_AM,ARG,0
2006,ARG,0.007171212009716044,10.884,R10LATIN_AM,ARG,0
2007,ARG,0.008402265219839888,11.349,R10LATIN_AM,ARG,0
2008,ARG,0.012281867442492489,11.569,R10LATIN_AM,ARG,0
2009,ARG,0.016533479493731518,11.814,R10LATIN_AM,ARG,0
2010,ARG,0.05393055301270233,14.153,R10LATIN_AM,ARG,0
2011,ARG,0.06379711662444976,14.828,R10LATIN_AM,ARG,0
2012,ARG,0.05888763281059162,15.108,R10LATIN_AM,ARG,0
2013,ARG,0.05482941252045603,15.108,R10LATIN_AM,ARG,0
2014,ARG,0.05041762920712456,15.108,R10LATIN_AM,ARG,0
2015,ARG,0.013948653134259636,15.168,R10LATIN_AM,ARG,0
2016,ARG,0.013458049472792055,15.853,R10LATIN_AM,ARG,0
2017,ARG,0.025834368822841736,17.163,R10LATIN_AM,ARG,0
2018,ARG,0.04218392279010863,18.575,R10LATIN_AM,ARG,0
2019,ARG,0.045140757856699354,18.84,R10LATIN_AM,ARG,0
2020,ARG,0.06438971618088485,20.722,R10LATIN_AM,ARG,0
2021,ARG,0.05897985262102745,21.113,R10LATIN_AM,ARG,0
2008,DOM,0.0,0.319,R10LATIN_AM,DOM,0
2009,DOM,0.0,0.319,R10LATIN_AM,DOM,0
2010,DOM,0.0,0.319,R10LATIN_AM,DOM,0
2011,DOM,0.0,0.319,R10LATIN_AM,DOM,0
2012,DOM,0.059057766434022385,0.425,R10LATIN_AM,DOM,0
2013,DOM,0.059057766434022385,0.425,R10LATIN_AM,DOM,0
2014,DOM,0.059057766434022385,0.425,R10LATIN_AM,DOM,0
2015,DOM,0.059057766434022385,0.425,R10LATIN_AM,DOM,0
2016,DOM,0.059057766434022385,0.425,R10LATIN_AM,DOM,0
2017,DOM,0.12998991218363032,0.783,R10LATIN_AM,DOM,0
2018,DOM,0.12998991218363032,0.783,R10LATIN_AM,DOM,0
2019,DOM,0.12998991218363032,0.783,R10LATIN_AM,DOM,0
2020,DOM,0.2925002773563541,1.533,R10LATIN_AM,DOM,0
2021,DOM,0.2925002773563541,1.533,R10LATIN_AM,DOM,0
2000,IDN,0.059302687546712196,8.958,R10REST_ASIA,IDN,0
2001,IDN,0.059302687546712196,8.958,R10REST_ASIA,IDN,0
2002,IDN,0.00683590662593736,8.958,R10REST_ASIA,IDN,0
2003,IDN,0.00683590662593736,8.958,R10REST_ASIA,IDN,0
2004,IDN,0.010185401487611268,9.108,R10REST_ASIA,IDN,0
2005,IDN,0.021186215165473143,9.948,R10REST_ASIA,IDN,0
2006,IDN,0.021186215165473143,9.948,R10REST_ASIA,IDN,0
2007,IDN,0.035945903527686784,10.688,R10REST_ASIA,IDN,0
2008,IDN,0.03833859204241796,10.812,R10REST_ASIA,IDN,0
2009,IDN,0.03489574900231629,10.812,R10REST_ASIA,IDN,0
2010,IDN,0.02655710876199535,11.341,R10REST_ASIA,IDN,0
2011,IDN,0.03927267354523223,12.061,R10REST_ASIA,IDN,0
2012,IDN,0.036901057051555775,12.811,R10REST_ASIA,IDN,0
2013,IDN,0.04105015616134855,13.221,R10REST_ASIA,IDN,0
2014,IDN,0.04277674713970958,13.331,R10REST_ASIA,IDN,0
2015,IDN,0.03882059762041212,13.72,R10REST_ASIA,IDN,0
2016,IDN,0.03297355780528921,14.185,R10REST_ASIA,IDN,0
2017,IDN,0.02226325037564436,14.302,R10REST_ASIA,IDN,0
2018,IDN,0.015842769366106735,14.302,R10REST_ASIA,IDN,0
2019,IDN,0.03288587629601136,15.672,R10REST_ASIA,IDN,0
2020,IDN,0.04080275147085488,16.757,R10REST_ASIA,IDN,0
2021,IDN,0.03998527874574087,17.257,R10REST_ASIA,IDN,0
2000,IRL,0.055828822974170134,1.03,R10EUROPE,IRL,1
2001,IRL,0.055828822974170134,1.03,R10EUROPE,IRL,1
2002,IRL,0.17750715352970947,1.777,R10EUROPE,IRL,1
2003,IRL,0.12800315450108268,1.881,R10EUROPE,IRL,1
2004,IRL,0.14020950561813805,1.985,R10EUROPE,IRL,1
2005,IRL,0.15910294684194515,2.155,R10EUROPE,IRL,1
2006,IRL,0.19962805068812228,2.559,R10EUROPE,IRL,1
2007,IRL,0.1073668221755093,2.959,R10EUROPE,IRL,1
2008,IRL,0.09484145695843815,2.959,R10EUROPE,IRL,1
2009,IRL,0.0831207870505879,2.959,R10EUROPE,IRL,1
2010,IRL,0.12866217411067904,3.947,R10EUROPE,IRL,1
2011,IRL,0.09053439626582893,3.947,R10EUROPE,IRL,1
2012,IRL,0.05931331763743919,3.947,R10EUROPE,IRL,1
2013,IRL,0.05931331763743919,3.947,R10EUROPE,IRL,1
2014,IRL,0.05931331763743919,3.947,R10EUROPE,IRL,1
2015,IRL,0.022292524003658887,4.407,R10EUROPE,IRL,1
2016,IRL,0.022292524003658887,4.407,R10EUROPE,IRL,1
2017,IRL,0.022292524003658887,4.407,R10EUROPE,IRL,1
2018,IRL,0.022292524003658887,4.407,R10EUROPE,IRL,1
2019,IRL,0.022292524003658887,4.407,R10EUROPE,IRL,1
2020,IRL,0.0,4.407,R10EUROPE,IRL,1
2021,IRL,0.0,4.407,R10EUROPE,IRL,1
2000,MYS,0.14070758972991193,5.321,R10REST_ASIA,MYS,0
2001,MYS,0.07604251808829621,6.271,R10REST_ASIA,MYS,0
2002,MYS,0.06937797003851465,6.991,R10REST_ASIA,MYS,0
2003,MYS,0.09835719368239215,7.991,R10REST_ASIA,MYS,0
2004,MYS,0.08472980741406544,7.991,R10REST_ASIA,MYS,0
2005,MYS,0.10436738503483811,8.741,R10REST_ASIA,MYS,0
2006,MYS,0.07142195973060916,8.854,R10REST_ASIA,MYS,0
2007,MYS,0.05284454258172189,9.044,R10REST_ASIA,MYS,0
2008,MYS,0.028444059027953328,9.194,R10REST_ASIA,MYS,0
2009,MYS,0.044700967708034334,9.944,R10REST_ASIA,MYS,0
2010,MYS,0.03638076863326578,10.451,R10REST_ASIA,MYS,0
2011,MYS,0.03372177829149159,10.451,R10REST_ASIA,MYS,0
2012,MYS,0.02934144363177693,10.451,R10REST_ASIA,MYS,0
2013,MYS,0.02596056880454123,10.451,R10REST_ASIA,MYS,0
2014,MYS,0.01732935480354536,10.836,R10REST_ASIA,MYS,0
2015,MYS,0.007261488993487442,10.836,R10REST_ASIA,MYS,0
2016,MYS,0.03283113364546009,12.283,R10REST_ASIA,MYS,0
2017,MYS,0.06297255367329702,14.183,R10REST_ASIA,MYS,0
2018,MYS,0.06297255367329702,14.183,R10REST_ASIA,MYS,0
2019,MYS,0.05530943582036407,14.183,R10REST_ASIA,MYS,0
2020,MYS,0.05530943582036407,14.183,R10REST_ASIA,MYS,0
2021,MYS,0.07779174179753845,17.864,R10REST_ASIA,MYS,0
2000,PAK,0.11404204041815835,8.331,R10INDIA+,PAK,0
2000,PAK,0.11404204041815835,8.331,R10REST_ASIA,PAK,0
2001,PAK,0.05822097319323616,8.566,R10INDIA+,PAK,0
2001,PAK,0.05822097319323616,8.566,R10REST_ASIA,PAK,0
2002,PAK,0.041651232173302244,8.566,R10INDIA+,PAK,0
2002,PAK,0.041651232173302244,8.566,R10REST_ASIA,PAK,0
2003,PAK,0.041651232173302244,8.566,R10INDIA+,PAK,0
2003,PAK,0.041651232173302244,8.566,R10REST_ASIA,PAK,0
2004,PAK,0.020355076633359115,8.566,R10INDIA+,PAK,0
2004,PAK,0.020355076633359115,8.566,R10REST_ASIA,PAK,0
2005,PAK,0.00557898131546497,8.566,R10INDIA+,PAK,0
2005,PAK,0.00557898131546497,8.566,R10REST_ASIA,PAK,0
2006,PAK,0.0,8.566,R10INDIA+,PAK,0
2006,PAK,0.0,8.566,R10REST_ASIA,PAK,0
2007,PAK,0.0,8.566,R10INDIA+,PAK,0
2007,PAK,0.0,8.566,R10REST_ASIA,PAK,0
2008,PAK,0.0,8.566,R10INDIA+,PAK,0
2008,PAK,0.0,8.566,R10REST_ASIA,PAK,0
2009,PAK,0.0,8.566,R10INDIA+,PAK,0
2009,PAK,0.0,8.566,R10REST_ASIA,PAK,0
2010,PAK,0.020225174750524655,9.468,R10INDIA+,PAK,0
2010,PAK,0.020225174750524655,9.468,R10REST_ASIA,PAK,0
2011,PAK,0.02891190051700354,9.878,R10INDIA+,PAK,0
2011,PAK,0.02891190051700354,9.878,R10REST_ASIA,PAK,0
2012,PAK,0.04056123834016323,10.45,R10INDIA+,PAK,0
2012,PAK,0.04056123834016323,10.45,R10REST_ASIA,PAK,0
2013,PAK,0.04056123834016323,10.45,R10INDIA+,PAK,0
2013,PAK,0.04056123834016323,10.45,R10REST_ASIA,PAK,0
2014,PAK,0.0727245656814397,12.168,R10INDIA+,PAK,0
2014,PAK,0.0727245656814397,12.168,R10REST_ASIA,PAK,0
2015,PAK,0.055710135132141625,12.416,R10INDIA+,PAK,0
2015,PAK,0.055710135132141625,12.416,R10REST_ASIA,PAK,0
2016,PAK,0.04679716170052162,12.416,R10INDIA+,PAK,0
2016,PAK,0.04679716170052162,12.416,R10REST_ASIA,PAK,0
2017,PAK,0.036739994721142644,12.516,R10INDIA+,PAK,0
2017,PAK,0.036739994721142644,12.516,R10REST_ASIA,PAK,0
2018,PAK,0.09226000548637048,16.246,R10INDIA+,PAK,0
2018,PAK,0.09226000548637048,16.246,R10REST_ASIA,PAK,0
2019,PAK,0.05951095020960784,16.246,R10INDIA+,PAK,0
2019,PAK,0.05951095020960784,16.246,R10REST_ASIA,PAK,0
2020,PAK,0.055244139745661336,16.246,R10INDIA+,PAK,0
2020,PAK,0.055244139745661336,16.246,R10REST_ASIA,PAK,0
2021,PAK,0.055244139745661336,16.246,R10INDIA+,PAK,0
2021,PAK,0.055244139745661336,16.246,R10REST_ASIA,PAK,0
2004,PER,0.0,0.308,R10LATIN_AM,PER,1
2005,PER,0.07198116451066405,0.436,R10LATIN_AM,PER,1
2006,PER,0.2552900988046076,0.96,R10LATIN_AM,PER,1
2007,PER,0.2552900988046076,0.96,R10LATIN_AM,PER,1
2008,PER,0.2552900988046076,0.96,R10LATIN_AM,PER,1
2009,PER,0.32963320008635977,1.28,R10LATIN_AM,PER,1
2010,PER,0.24035127118423594,1.28,R10LATIN_AM,PER,1
2011,PER,0.059223841048812176,1.28,R10LATIN_AM,PER,1
2012,PER,0.2651026213514809,3.111,R10LATIN_AM,PER,1
2013,PER,0.2799584848972667,3.298,R10LATIN_AM,PER,1
2014,PER,0.2083928205674539,3.298,R10LATIN_AM,PER,1
2015,PER,0.27323222218988685,4.283,R10LATIN_AM,PER,1
2016,PER,0.27976437532132237,4.394,R10LATIN_AM,PER,1
2017,PER,0.07397544232929976,4.445,R10LATIN_AM,PER,1
2018,PER,0.07546705993907143,4.745,R10LATIN_AM,PER,1
2019,PER,0.07546705993907143,4.745,R10LATIN_AM,PER,1
2020,PER,0.020698857080404975,4.745,R10LATIN_AM,PER,1
2021,PER,0.015489022079445025,4.745,R10LATIN_AM,PER,1
2009,MMR,0.0,0.296,R10REST_ASIA,MMR,0
2010,MMR,0.0,0.296,R10REST_ASIA,MMR,0
2011,MMR,0.0,0.296,R10REST_ASIA,MMR,0
2012,MMR,0.0,0.296,R10REST_ASIA,MMR,0
2013,MMR,0.07094919513846865,0.417,R10REST_ASIA,MMR,0
2014,MMR,0.24545024311571417,0.887,R10REST_ASIA,MMR,0
2015,MMR,0.24545024311571417,0.887,R10REST_ASIA,MMR,0
2016,MMR,0.25918509985099325,0.937,R10REST_ASIA,MMR,0
2017,MMR,0.25918509985099325,0.937,R10REST_ASIA,MMR,0
2018,MMR,0.24909836449192002,1.268,R10REST_ASIA,MMR,0
2019,MMR,0.09352966319329714,1.387,R10REST_ASIA,MMR,0
2020,MMR,0.17833909272708648,2.015,R10REST_ASIA,MMR,0
2021,MMR,0.16548608277159982,2.015,R10REST_ASIA,MMR,0
2011,BGD,0.04746295018420099,3.257,R10INDIA+,BGD,0
2011,BGD,0.04746295018420099,3.257,R10REST_ASIA,BGD,0
2012,BGD,0.04133636311057498,3.42,R10INDIA+,BGD,0
2012,BGD,0.04133636311057498,3.42,R10REST_ASIA,BGD,0
2013,BGD,0.06529751252111882,3.832,R10INDIA+,BGD,0
2013,BGD,0.06529751252111882,3.832,R10REST_ASIA,BGD,0
2014,BGD,0.07752365834159192,4.057,R10INDIA+,BGD,0
2014,BGD,0.07752365834159192,4.057,R10REST_ASIA,BGD,0
2015,BGD,0.12766659626499632,5.558,R10INDIA+,BGD,0
2015,BGD,0.12766659626499632,5.558,R10REST_ASIA,BGD,0
2016,BGD,0.15042133995094842,6.563,R10INDIA+,BGD,0
2016,BGD,0.15042133995094842,6.563,R10REST_ASIA,BGD,0
2017,BGD,0.17960364632823422,7.811,R10INDIA+,BGD,0
2017,BGD,0.17960364632823422,7.811,R10REST_ASIA,BGD,0
2018,BGD,0.17618812582656762,8.626,R10INDIA+,BGD,0
2018,BGD,0.17618812582656762,8.626,R10REST_ASIA,BGD,0
2019,BGD,0.1922912360304334,9.775,R10INDIA+,BGD,0
2019,BGD,0.1922912360304334,9.775,R10REST_ASIA,BGD,0
2020,BGD,0.12464716160581157,10.0,R10INDIA+,BGD,0
2020,BGD,0.12464716160581157,10.0,R10REST_ASIA,BGD,0
2021,BGD,0.10840885627471675,10.98,R10INDIA+,BGD,0
2021,BGD,0.10840885627471675,10.98,R10REST_ASIA,BGD,0
2015,SYR,0.017544946531647954,5.763,R10MIDDLE_EAST,SYR,0
2016,SYR,0.0,5.763,R10MIDDLE_EAST,SYR,0
2017,SYR,0.0,5.763,R10MIDDLE_EAST,SYR,0
2018,SYR,0.0,5.763,R10MIDDLE_EAST,SYR,0
2019,SYR,0.02477020931414664,6.513,R10MIDDLE_EAST,SYR,0
2020,SYR,0.02477020931414664,6.513,R10MIDDLE_EAST,SYR,0
2021,SYR,0.02477020931414664,6.513,R10MIDDLE_EAST,SYR,0
2021,SEN,0.1675032182147722,0.436,R10AFRICA,SEN,0
2019,TJK,0.0,0.206,R10REF_ECON,TJK,0
2020,TJK,0.0,0.206,R10REF_ECON,TJK,0
2021,TJK,0.0,0.206,R10REF_ECON,TJK,0
